transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,Usia,Durasi Perjalanan,usia
TLBC885N1R77YN,30029590639160,bni,Hj. Mala Permata,M,1982,3E,Puri Kembangan - Sentraland Cengkareng,1.0,B02066P,Komplek Ruko Interkota,-6.166979,106.72717,7,B04117P,Sbr. Mutiara Taman Palem 1,-6.136725,106.73137,20.0,2023-04-06 09:03:57,3500.0,42,0 days 00:48:55,54
BFGF675S2X25SS,502057680857,flazz,Daru Budiyanto,M,1984,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B01532P,Jln. Rama IX,-6.299269,106.90856,36,B01594P,Jln. SPG 7,-6.286157,106.9049,47.0,2023-04-06 10:50:00,0.0,40,0 days 01:27:41,54
RUBQ240P0N22CD,4491168846978040,dki,Lukita Rajata,F,2011,JAK.13,Tanah Abang - Jembatan Lima,1.0,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,B02659P,Ps. Pejagalan,-6.137452,106.80728,7.0,2023-04-06 10:46:40,0.0,13,0 days 01:59:55,54
GIIO141Q2D23MT,4048469899809060431,brizzi,"Hesti Kusumo, S.T.",F,1977,1H,Tanah Abang - Stasiun Gondangdia,0.0,B04728P,Simpang Blok A,-6.187214,106.81611,9,B00159P,Blok F,-6.188552,106.81249,14.0,2023-04-06 08:47:07,3500.0,47,0 days 00:26:02,54
GPAJ947H1Z02YU,36393783138941,bni,Bakiman Utama,M,1982,JAK.74,Terminal Rawamangun - Cipinang Muara,1.0,B00260P,Cipinang Baru,-6.206806,106.89025,5,B02336P,Masjid Jami At Taqwa 3,-6.229352,106.89527,20.0,2023-04-06 08:56:25,0.0,42,0 days 01:10:55,54
QKQH069P7M67GI,180048325425156,emoney,Dagel Ardianto,M,1973,JAK.71,Kampung Rambutan - Pinang Ranti,1.0,B03774P,Sbr. Jln. Man 2,-6.300742,106.88071,11,B04544P,Sbr. Term. Kampung Rambutan,-6.306068,106.88003,19.0,2023-04-06 10:32:45,0.0,51,0 days 01:53:37,54
ZMEI099O5F37HJ,4863011275705925560,brizzi,"Nyoman Waskita, S.Ked",M,1990,JAK.16,Cililitan - Condet,1.0,B05116P,Simpang Raya Condet Batu Ampar,-6.28409,106.85556,16,B02828P,PGC Dalam,-6.261841,106.8657,33.0,2023-04-06 08:31:38,0.0,34,0 days 00:48:55,54
OYMY758B4G62EH,4866015896366005266,brizzi,Mahesa Tampubolon,M,1972,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00071,Gelora Bung Karno,-6.224217,106.8058,5,P00026,Bundaran Senayan,-6.227869,106.80094,6.0,2023-04-06 08:29:21,3500.0,52,0 days 01:54:46,54
CMZP177E0I34YL,6011651850954961,dki,Cut Malika Wastuti,M,1967,1,Blok M - Kota,1.0,P00256,MH Thamrin,-6.188149,106.82299,10,P00071,Gelora Bung Karno,-6.224217,106.8058,17.0,2023-04-06 08:30:00,3500.0,57,0 days 00:26:16,54
GSEU638S1B18NF,374068907744739,emoney,Rachel Lestari,F,1995,6D,Stasiun Tebet - Karet via Underpass,0.0,B02183P,Ambassador,-6.224125,106.82663,16,B03396P,Kota Kasablanka,-6.224688,106.84246,20.0,2023-04-06 07:57:05,3500.0,29,0 days 00:46:08,54
SSAG257W2F42HH,4731296980586052393,brizzi,Puti Umi Nugroho,F,2005,JAK.64,Lenteng Agung - Aseli,0.0,B00472P,Gg. H. Mesir,-6.337868,106.81624,14,B04297P,Sbr. RS Zahirah,-6.335205,106.82312,18.0,2023-04-06 07:13:46,0.0,19,0 days 00:24:53,54
OYLF245T3I69PS,589057391023,flazz,Vega Anggraini,F,1990,JAK.35,Pangkalan Jati - Rawamangun,1.0,B03372P,SDN Jati 07,-6.202444,106.89727,7,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,20.0,2023-04-06 11:03:17,0.0,34,0 days 01:55:16,54
KJIP847B0D92OS,6011971911544803,dki,"Drs. Cengkal Astuti, S.Gz",M,1988,8K,Batusari - Grogol,1.0,B05570P,Taman Anggrek,-6.17624,106.79281,4,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26.0,2023-04-06 07:31:43,3500.0,36,0 days 01:20:38,54
DJDP266B0Z07RB,4661843359109266,dki,Galih Budiyanto,F,2005,8A,Jelambar - Juanda,0.0,P00176,Petojo,-6.169984,106.81698,5,P00161,Pecenongan,-6.16771,106.82819,6.0,2023-04-06 07:19:29,3500.0,19,0 days 01:09:01,54
QYAZ823F5L57FY,2240530662222332,dki,drg. Karimah Lailasari,F,2000,JAK.08,Roxy - Benhil,0.0,B02196P,Mall Thamrin City,-6.194341,106.81453,21,B04278P,Sbr. RS Dr Mintohardjo,-6.211163,106.81237,34.0,2023-04-06 08:26:31,0.0,24,0 days 01:19:39,54
XBLS697F9J68XK,6011318555985316,dki,"Cakrawangsa Narpati, S.H.",F,1997,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,B06545P,Sbr. RSIA Tambak,-6.206658,106.84894,2,B05590P,Taman Gg. Kelor,-6.21124,106.85879,6.0,2023-04-06 07:22:09,0.0,27,0 days 01:04:01,54
MDUP828X4O47SR,2246744141931579,dki,Mahdi Wibisono,F,1991,JAK.22,Dwikora - Penas Kalimalang,0.0,B02648P,Ps. Mini Halim,-6.251402,106.88812,6,B00234P,Cawang Soetoyo 1,-6.24544,106.87548,16.0,2023-04-06 10:46:26,0.0,33,0 days 01:05:14,54
LOYB092A8F90YD,676170489782,flazz,Pia Halim,F,2008,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,B05695P,Telkom Tebet,-6.224064,106.8516,9,P00235,Stasiun Tebet,-6.225503,106.85814,11.0,2023-04-06 10:30:21,3500.0,16,0 days 01:20:59,54
GSBM112J0K54RW,6011596915345442,dki,Atmaja Nababan,M,2008,JAK.08,Roxy - Benhil,1.0,B03266P,Rusun Benhil,-6.201418,106.80789,10,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,25.0,2023-04-06 06:52:03,0.0,16,0 days 00:30:39,54
ENTX829O6E18YG,30433284698559,bni,Carla Gunawan,M,1965,8E,Bintaro - Blok M,1.0,B02374P,Masjid Pondok Indah 2,-6.261469,106.78201,14,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,19.0,2023-04-06 07:40:55,3500.0,59,0 days 01:08:09,54
IYYY289J9P40OV,6587237994402242,dki,Tgk. Tira Wahyudin,F,1994,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B05673P,Tanah Merdeka 1,-6.30813,106.8745,3,B03113P,RPTRA Mutiara Rawabinong,-6.298029,106.90484,38.0,2023-04-06 09:47:28,0.0,30,0 days 00:31:53,54
FLOC491P7C63ZS,213107317059919,emoney,"Sutan Galiono Mahendra, M.Pd",M,1989,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B06690P,Sbr. SDN Pademangan 03,-6.131746,106.84567,18,B02839P,Pintu Air Kalimati,-6.138809,106.8329,26.0,2023-04-06 11:24:47,0.0,35,0 days 01:58:34,54
UTEI795O4B57BJ,4432944384446280081,brizzi,Dt. Gandi Wacana,M,1981,6A,Ragunan - MH Thamrin via Kuningan,1.0,P00103,Karet Kuningan,-6.21667,106.830737,4,P00273,Warung Jati,-6.262364,106.82977,12.0,2023-04-06 07:54:01,3500.0,43,0 days 01:29:49,54
XQRL022H3U64ZM,4670481182889512380,brizzi,Kayla Suartini,M,1997,D32,Cinere - Bundaran Senayan,0.0,B02414P,Menara Mandiri,-6.223667,106.8071,11,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,12.0,2023-04-06 10:21:01,20000.0,27,0 days 01:49:04,54
HVEX244C1A91CP,2295655379188437,dki,"Simon Utama, S.Psi",F,1987,4C,TU Gas - Bundaran Senayan,0.0,P00238,Sunan Giri,-6.193267,106.88367,4,P00104,Karet Sudirman,-6.212457,106.82003,22.0,2023-04-06 11:47:27,3500.0,37,0 days 01:58:34,54
RWXV159E7W05SE,30066742678589,bni,Sutan Lukita Hartati,M,2008,13B,Puri Beta - Pancoran Barat,0.0,P00268,Velbak,-6.239433,106.78552,8,P00044,CSW 1,-6.23994,106.79843,10.0,2023-04-06 08:56:56,3500.0,16,0 days 01:04:09,54
MDVA491N1C30JX,4461146257530,online,dr. Wisnu Wulandari,M,1974,9N,Pinang Ranti - Pramuka,1.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,P00179,Pinang Ranti,-6.291075,106.88634,2.0,2023-04-06 07:55:18,3500.0,50,0 days 01:01:07,54
ATDO625O3W74DZ,4348256733711510,dki,Zelda Safitri,M,1996,JAK.17,Senen - Pulo Gadung,1.0,B01953P,Kel. Tanah Tinggi,-6.183861,106.84926,11,B04957P,Simpang Kramat Jaya Baru 2,-6.18412,106.85258,15.0,2023-04-06 07:30:00,0.0,28,0 days 01:29:13,54
AKFD349J4J32LU,5470428062544344,dki,Kamila Sudiati,M,1988,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,B01277P,Jln. Kesadaran Pool Bus 1,-6.182475,106.91309,2,B00823P,Jagal 2,-6.190792,106.93472,9.0,2023-04-06 07:07:55,3500.0,36,0 days 00:53:26,54
BQKC649D2J41XE,4401832304257580,dki,Anom Yuliarti,M,1990,JAK.29,Tanjung Priok - Sukapura,1.0,B05305P,SMK Tj. Priok 2,-6.113836,106.91102,16,B05577P,Taman Barito Sembar,-6.132105,106.92023,32.0,2023-04-06 07:57:25,0.0,34,0 days 01:07:33,54
CBPV852J6J11YH,584795923666,flazz,"Tgk. Dasa Pangestu, S.E.I",F,1965,7E,Kampung Rambutan - Ragunan,0.0,B01857P,Kebagusan Raya,-6.296314,106.82703,18,B01965P,Kementan,-6.294976,106.82448,19.0,2023-04-06 07:51:14,3500.0,59,0 days 00:50:51,54
EJAL558K6C71CU,4378713285050450,dki,Dr. Luwes Mandala,F,1988,JAK.38,Bulak Ringin - Kampung Rambutan,1.0,B02512P,Mushola Al Muhajirin Cibubur,-6.360526,106.87535,43,B01095P,Jln. H. Ali Solihin Cibubur,-6.359265,106.87595,44.0,2023-04-06 08:19:08,0.0,36,0 days 01:32:14,54
ZZCY600H4G66AI,4430021291336251,dki,Damar Rajasa,M,2000,JAK.113,Rusun Sindang Koja - Kp. Sawah,0.0,B00648P,GKJ Tj. Priok,-6.105058,106.93214,13,B06179P,Gg. Swadaya 2 G,-6.133735,106.93576,19.0,2023-04-06 08:19:17,0.0,24,0 days 01:07:24,54
GGJJ274F5H44OR,4754286332085799,dki,Banara Salahudin,M,1946,9A,PGC 2 - Grogol 2,0.0,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,15,P00226,Slipi Kemanggisan Arah Utara,-6.189906,106.79694,16.0,2023-04-06 09:34:50,3500.0,78,0 days 01:07:42,54
VDMB416V9Q31YC,36153254575181,bni,R.M. Ega Hidayat,F,2012,7F,Kampung Rambutan - Juanda via Pasar Baru,0.0,P00202,Rawa Selatan,-6.173925,106.85809,14,P00007,Balai Kota,-6.180488,106.82646,18.0,2023-04-06 09:57:27,3500.0,12,0 days 00:51:06,54
YDWF215O4U71CK,3567825925804758,dki,Winda Habibi,M,2011,6T,Pasar Minggu - Velbak,1.0,B06736P,Jln. Pakubuwono VI,-6.239586,106.786544,0,B04438P,Sbr. SMK 57,-6.291191,106.82342,24.0,2023-04-06 09:39:56,3500.0,13,0 days 01:06:25,54
KLMZ789X6W16QA,213170888063660,emoney,Ghaliyati Dongoran,F,1985,14,Jakarta International Stadium - Senen,0.0,B06064P,Jln. Dadap,-6.129073,106.85503,2,B04788P,Simpang Danau Sunter Barat Utara,-6.140807,106.85704,6.0,2023-04-06 09:50:41,3500.0,39,0 days 01:39:07,54
IMHX438M3I54VY,4656484264640462,dki,Raisa Maryadi,F,1990,6N,Ragunan - Blok M via Kemang,0.0,B01265P,Kemang Raya 40,-6.265429,106.81602,16,B03048P,Puskesmas Kebayoran Baru,-6.247225,106.80572,24.0,2023-04-06 09:52:18,3500.0,34,0 days 01:58:28,54
GECU053Y3J49XN,3591995490629201,dki,Luis Mangunsong,M,1984,T11,Poris Plawad - Bundaran Senayan,0.0,B01156P,Jln. Industri 1,-6.20329,106.62026,11,P00218,Senayan JCC Arah Timur,-6.214145,106.809,22.0,2023-04-06 10:26:51,3500.0,40,0 days 00:46:13,54
DVCM141A7Y40WY,30468724391654,bni,"dr. Maryanto Winarsih, S.Kom",M,1964,JAK.21,Cililitan - Dwikora,0.0,B05787P,TPU Kb. Pala 2,-6.265549,106.88013,10,B00709P,Griya Ardhya Garini 2,-6.259544,106.88942,21.0,2023-04-06 07:40:55,0.0,60,0 days 00:59:49,54
KNRG738T2F65PB,378553815963022,emoney,Drs. Salimah Hidayanto,M,1970,JAK.64,Lenteng Agung - Aseli,0.0,B03248P,Ruko Moh Kahfi II,-6.335794,106.827,20,B02236P,Masjid Al Birru Warrohmah,-6.336957,106.83006,22.0,2023-04-06 09:31:58,0.0,54,0 days 01:03:34,54
LHUK804S7F41BP,213169744437795,emoney,Raden Mardhiyah,F,1987,S31,Bintaro - Fatmawati,1.0,B00229P,Carrefour Lebak Bulus,-6.287529,106.7768,4,B00148P,Bintaro Xchange,-6.286813,106.72865,5.0,2023-04-06 09:43:14,20000.0,37,0 days 00:49:45,54
KZTH241M9E35SV,180067558117603,emoney,Harsaya Ramadan,F,2002,8D,Joglo - Blok M,0.0,B01437P,Jln. Palatehan,-6.240057,106.800758,1,B00617P,Gerbang Tol Joglo 1,-6.218914,106.74426,29.0,2023-04-06 10:19:22,3500.0,22,0 days 01:05:34,54
JOIB164B2J65HE,376862509774591,emoney,Drs. Rina Nasyiah,M,1987,L13E,Puri Beta - Kuningan (Express),1.0,P00254,Tendean,-6.240213,106.83102,7,P00044,CSW 1,-6.23994,106.79843,8.0,2023-04-06 08:29:43,3500.0,37,0 days 01:49:46,54
QDXP304R1O67RP,2635487652896273,dki,Balangga Narpati,F,2003,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B01983P,Klapa Village H. Naman,-6.238446,106.94173,43,B04568P,Sbr. TPU Pondok Kelapa,-6.23711,106.94312,44.0,2023-04-06 10:31:35,0.0,21,0 days 01:15:07,54
NQPX327U3S42BV,4132189126928781,dki,Jaswadi Suartini,F,2012,1K,Cibubur Junction - Blok M,1.0,B00378P,FX Sudirman,-6.225532,106.8037,3,B03097P,Rest Area TMII,-6.29467,106.8812,8.0,2023-04-06 08:44:13,20000.0,12,0 days 01:36:37,54
JEJT784G5G40QY,4636055192881546,dki,Wulan Januar,M,1978,JAK.13,Tanah Abang - Jembatan Lima,0.0,B04944P,Simpang KH Hasyim Cideng Barat,-6.166007,106.81033,13,B02649P,Ps. Mitra,-6.145437,106.80695,33.0,2023-04-06 10:37:43,0.0,46,0 days 01:48:16,54
DBUM288Z6R92HY,4946543493373,online,dr. Kambali Utami,M,1987,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B00428P,Gg. Burung Dalam,-6.137017,106.82132,32,B05712P,Term. Kota Intan,-6.132323,106.81115,39.0,2023-04-06 09:28:46,0.0,37,0 days 00:21:01,54
ODUC210N0H57PB,30294523538109,bni,"Drs. Darsirah Sitompul, S.H.",M,2012,2H,Rusun Jati Rawasari - Senen,1.0,B02059P,Komplek Pertokoan Cempaka Putih,-6.173296,106.85976,8,B00687P,Grand Cempaka Hotel,-6.173334,106.86075,10.0,2023-04-06 08:28:12,0.0,12,0 days 01:47:24,54
OAAP659K4G28UX,4492109252403353,dki,Bakiman Mahendra,M,1983,JAK.24,Senen - Pulo Gadung via Kelapa Gading,1.0,B01602P,Jln. Sumanggung 3,-6.171242,106.90278,41,B01605P,Jln. Summagung II Timur,-6.17247,106.90203,42.0,2023-04-06 09:11:16,0.0,41,0 days 01:35:59,54
NPUC776S7S62TT,3570145781190035,dki,"Gamanto Siregar, S.Pd",M,1982,12H,Rusun Penjaringan - Penjaringan,0.0,B03285P,Rusun Penjaringan,-6.130702,106.79487,0,P00170,Penjaringan,-6.126306,106.79203,1.0,2023-04-06 09:02:45,3500.0,42,0 days 01:22:34,54
HCPY590G3D18XW,60403675436,flazz,Dr. Taufan Jailani,F,1989,D11,Depok - BKN,1.0,B00106P,Balaikota Depok 2,-6.394973,106.82277,11,B05703P,Term. Depok Baru,-6.391068,106.82251,12.0,2023-04-06 07:51:55,3500.0,35,0 days 01:17:33,54
PZIL662Z0Z34HG,180092456265254,emoney,Fitriani Mansur,M,2007,1P,Senen - Blok M,1.0,B02476P,Monas 2,-6.175999,106.82311,21,B00806P,IRTI,-6.1803,106.82618,23.0,2023-04-06 08:23:11,3500.0,17,0 days 01:15:30,54
ECDE259W0I45RV,4578758363171981,dki,"Shania Waluyo, S.Farm",F,1989,8D,Joglo - Blok M,0.0,B01437P,Jln. Palatehan,-6.240057,106.800758,1,B02752P,Permata Hijau RS Medika 1,-6.218855,106.77808,16.0,2023-04-06 07:19:16,3500.0,35,0 days 00:51:01,54
PSNZ658F1W31HX,3566398620690444,dki,Zelda Widodo,F,1986,9D,Pasar Minggu - Tanah Abang,0.0,B02416P,Menara Mulia,-6.225452,106.81678,17,B00693P,Grand Pasar Minggu,-6.290648,106.84236,45.0,2023-04-06 06:38:34,3500.0,38,0 days 00:28:40,54
CYJZ022B6K82WY,36461801799828,bni,"Tgk. Farhunnisa Pertiwi, S.Farm",M,1999,S21,Ciputat - CSW,1.0,P00112,Kejaksaan Agung,-6.2405,106.79844,0,B01094P,Jln. H. Ahmad,-6.262573,106.78857,11.0,2023-04-06 11:23:58,3500.0,25,0 days 01:42:06,54
YIQO716J0C06GN,2238533576611255,dki,Karimah Saptono,M,1990,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,B03237P,Ruko Gading Bukit Indah,-6.149387,106.89917,19,B04691P,Sherwood,-6.153084,106.90713,30.0,2023-04-06 09:30:20,0.0,34,0 days 00:45:45,54
NLIU285O9H26RI,3587337956647904,dki,Eka Hidayat,M,1988,JAK.117,Tanjung Priok - Tanah Merdeka,1.0,B03789P,Sbr. Jln. Melur Tugu VI,-6.124483,106.90789,10,B03221P,RSUD Tugu Koja,-6.127292,106.90605,11.0,2023-04-06 08:57:37,0.0,36,0 days 01:08:50,54
XEXN579K3Y67KQ,3500921788966584,dki,"T. Tri Hasanah, S.T.",F,1997,1B,Stasiun Palmerah - Tosari,0.0,B05816P,TVRI,-6.213698,106.80086,2,B00126P,Benhil 2,-6.216775,106.8154,5.0,2023-04-06 09:11:26,3500.0,27,0 days 01:33:07,54
GARB636Z2F95MN,4098204418287473,dki,"Mahmud Nasyidah, S.Farm",F,1989,JAK.29,Tanjung Priok - Sukapura,1.0,B00829P,Jakarta Islamic Centre 2,-6.122114,106.91694,25,B05279P,SMAN 75,-6.135264,106.92169,36.0,2023-04-06 06:51:24,0.0,35,0 days 00:46:38,54
SOMD765D6I62IF,180074978149455,emoney,"R.A. Vivi Utama, S.T.",M,1969,4B,Stasiun Manggarai - UI,1.0,B02892P,PMD,-6.26919,106.84609,21,B00731P,H. Samali,-6.265888,106.84407,23.0,2023-04-06 08:11:13,3500.0,55,0 days 01:37:33,54
EUXJ637V3D23SF,30011083993544,bni,Nilam Mayasari,F,2005,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00048,Departemen Pertanian,-6.294641,106.82213,14,P00199,Ragunan,-6.305769,106.81949,15.0,2023-04-06 09:10:04,3500.0,19,0 days 00:53:35,54
HCJR485K2F84KF,4969389181181692,dki,Jabal Siregar,F,1982,3E,Puri Kembangan - Sentraland Cengkareng,0.0,B01287P,Jln. KH Hasim,-6.185382,106.73139,14,B03015P,Puri Kembangan,-6.188874,106.73514,18.0,2023-04-06 11:17:00,3500.0,42,0 days 01:36:34,54
BURQ470K3U41FL,4366512846464588,dki,"Jayadi Zulaika, M.Ak",F,1992,12A,Pelabuhan Kaliadem - Kota,0.0,B05324P,SMKN 56,-6.119094,106.79423,9,P00013,Kota,-6.13679,106.8149,19.0,2023-04-06 09:09:18,3500.0,32,0 days 00:33:18,54
QPGO497R0J98PP,2417139615155040,dki,Maida Oktaviani,M,1990,12,Tanjung Priok - Pluit,0.0,P00131,Mangga Dua,-6.136148,106.82597,13,P00170,Penjaringan,-6.126306,106.79203,17.0,2023-04-06 08:55:16,3500.0,34,0 days 01:36:18,54
SOIN954Z9V25PH,3589596090520842,dki,"Aurora Agustina, S.T.",M,2001,JAK.50,Kalideres - Puri Kembangan,0.0,B01529P,Jln. Puri Lingkar Dalam,-6.184763,106.73503,56,B03015P,Puri Kembangan,-6.188874,106.73514,57.0,2023-04-06 08:12:36,0.0,23,0 days 00:28:40,54
GKFR494P6S33AC,5473439177945786,dki,Anom Anggriawan,F,2005,13C,Puri Beta - Dukuh Atas,1.0,P00143,Pancoran Barat Arah Barat,-6.241672,106.8372,5,P00198,Puri Beta 2,-6.230532,106.72371,17.0,2023-04-06 10:11:23,3500.0,19,0 days 01:18:04,54
COJK967U5B88YD,4986663118222525457,brizzi,Yahya Narpati,F,2010,JAK.39,Kalimalang - Duren Sawit,0.0,B00196P,Buaran Raya,-6.220456,106.92176,7,B02372P,Masjid Nururrohman Pondok Kopi,-6.218564,106.94447,16.0,2023-04-06 10:11:40,0.0,14,0 days 01:22:00,54
EGJZ138O7K87UD,6011686133020107,dki,"Alika Hutasoit, S.Gz",M,1980,10,Tanjung Priok - PGC 2,0.0,P00033,Cawang UKI,-6.250309,106.8736,19,P00016,BKN,-6.257751,106.87,20.0,2023-04-06 08:49:51,3500.0,44,0 days 01:54:00,54
BDUQ997A5Z77ZY,4313050166209,online,Nrima Prasetya,F,1985,M7B,BKN - Blok M,0.0,P00112,Kejaksaan Agung,-6.2405,106.79844,23,B06577P,Blok M Jalur 2,-6.243369,106.80188,24.0,2023-04-06 10:10:17,0.0,39,0 days 01:09:33,54
KGFR557Z0G05BX,4988303565741275,dki,Yuliana Mayasari,M,1994,T21,Palem Semi - Bundaran Senayan,0.0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,11,B00222P,Bundaran Senayan 2,-6.227877,106.80068,12.0,2023-04-06 09:33:06,20000.0,30,0 days 00:30:41,54
KPAD680S3R15MI,213109439786494,emoney,Muni Saragih,M,2006,2,Pulo Gadung - Monas,0.0,P00062,Gambir 1,-6.174612,106.8304,15,P00082,Istiqlal,-6.172252,106.83093,16.0,2023-04-06 09:25:54,3500.0,18,0 days 01:54:35,54
NANM335K2M65ZD,377528136379455,emoney,Kani Hariyah,F,1983,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,B00340P,Epiwalk Epicentrum,-6.217666,106.83547,6,B04263P,Sbr. Puskesmas Setiabudi,-6.206882,106.83363,12.0,2023-04-06 08:39:42,3500.0,41,0 days 01:38:37,54
WSRL452D3Z88CE,3506580241941339,dki,"drg. Karna Lestari, M.Kom.",M,2003,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,B02183P,Ambassador,-6.224125,106.82663,3,B03012P,Puri Casablanca,-6.225081,106.8384,6.0,2023-04-06 10:11:32,3500.0,21,0 days 00:22:18,54
RBFA965R8N36GT,180076677620512,emoney,Shakila Siregar,M,1994,JAK.02,Kampung Melayu - Duren Sawit,1.0,B05536P,STMT Trisakti 2,-6.231981,106.8777,24,B06573P,SPBU Jln. DI Panjaitan,-6.233702,106.8766,26.0,2023-04-06 08:15:53,0.0,30,0 days 01:34:04,54
WTJD689G4X57EN,4364139557273318765,brizzi,Harsaya Utama,F,2001,13D,Puri Beta - Ragunan,0.0,P00106,Kebayoran Lama,-6.23834,106.77752,7,P00199,Ragunan,-6.305769,106.81949,22.0,2023-04-06 08:39:06,3500.0,23,0 days 01:35:42,54
AUDJ883I2U34XE,378346560438229,emoney,Radit Usamah,F,1974,T11,Poris Plawad - Bundaran Senayan,0.0,B02556P,Palem Semi 1,-6.218812,106.61807,15,P00225,Slipi Kemanggisan Arah Selatan,-6.189781,106.79726,20.0,2023-04-06 09:16:16,3500.0,50,0 days 01:27:05,54
OEEA728C6E27KX,3559703923069965,dki,Darman Salahudin,M,1983,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,B05875P,Warung Jengkol,-6.182362,106.9113,1,B00396P,Gg. Aim 2,-6.200395,106.93515,13.0,2023-04-06 06:59:25,3500.0,41,0 days 00:24:53,54
RBPK340F7V56PE,347105556938180,emoney,Agnes Oktaviani,F,1993,T11,Poris Plawad - Bundaran Senayan,0.0,B00781P,Hotel Olive 1,-6.217195,106.61882,14,B02556P,Palem Semi 1,-6.218812,106.61807,15.0,2023-04-06 07:47:49,3500.0,31,0 days 00:37:07,54
DLHV543T6I96BX,2379863459699716,dki,Puti Salwa Nainggolan,M,2011,9,Pinang Ranti - Pluit,0.0,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,8,P00170,Penjaringan,-6.126306,106.79203,24.0,2023-04-06 10:27:12,3500.0,13,0 days 00:52:14,54
SMRN057N5I02OP,180078846718763,emoney,Rafid Pranowo,F,2004,6U,Blok M - Pasar Minggu,1.0,B01509P,Jln. Poncol Jaya 1,-6.239706,106.81889,21,B02678P,Ps. Santa,-6.238971,106.8126,24.0,2023-04-06 10:39:05,3500.0,20,0 days 01:49:23,54
XDBE339M1Q41ZN,6594531889548841,dki,T. Raden Kuswandari,M,1948,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B01169P,Jln. Jatinegara Timur IV,-6.222457,106.86816,44,B05707P,Term. Kampung Melayu 2,-6.224516,106.86685,46.0,2023-04-06 06:56:45,0.0,76,0 days 00:37:10,54
LROO126A4R35ON,501844964426,flazz,Yahya Namaga,F,1994,9F,Rusun Tambora - Pluit,0.0,P00089,Jembatan Besi,-6.152005,106.7949,1,P00093,Jembatan Tiga Arah Utara,-6.133383,106.79267,6.0,2023-04-06 08:02:46,0.0,30,0 days 00:58:23,54
QIZL035P2W73XL,2720497305962063,dki,Adiarja Waluyo,M,2002,6,Ragunan - Dukuh Atas 2,1.0,P00085,Jati Padang,-6.285431,106.82626,14,P00199,Ragunan,-6.305769,106.81949,17.0,2023-04-06 09:47:55,3500.0,22,0 days 01:12:39,54
EONL893E4A30SA,30427752176460,bni,Tari Hutagalung,M,2009,JAK.30,Grogol - Meruya via Roxy,1.0,B05325P,SMKN 60,-6.185923,106.77188,42,B01662P,Jln. Tj. Duren Utara V,-6.173301,106.78304,51.0,2023-04-06 09:39:15,0.0,15,0 days 00:29:49,54
QOSG131L5U59RS,4498288202551,online,dr. Betania Saragih,F,1987,JAK.73,Jambore Cibubur - Pasar Rebo,1.0,B00630P,Gereja Jemaat Kiwi,-6.339041,106.87215,15,B00662P,GOR Popki Cibubur,-6.3675,106.88923,37.0,2023-04-06 09:36:34,0.0,37,0 days 01:08:04,54
BPKT115L8Q69PX,213119392508801,emoney,Jasmin Fujiati,F,1977,JAK.50,Kalideres - Puri Kembangan,0.0,B01995P,Klinik Persada Sari,-6.17728,106.72226,25,B05799P,Transjakarta Pool Rawa Buaya,-6.159048,106.72692,35.0,2023-04-06 08:25:54,0.0,47,0 days 01:43:46,54
RQGA941T8Y78RP,4933173483056,online,Utama Hassanah,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,B01834P,Karet Pedurenan 2,-6.221462,106.82109,13,B03318P,Sawo Kecik Raya,-6.224852,106.85489,22.0,2023-04-06 07:33:04,0.0,34,0 days 00:36:46,54
